name,text
Arnoglossus_laterna,"['The Mediterranean scaldfish (Arnoglossus laterna), also known as the scaldfish, is a species of benthic left eyed flatfish belonging to the family Bothidae.[2] It is found in the eastern Atlantic of Europe and Africa as well as the Mediterranean, and is of minor interest to fisheries.\n', 'The Mediterranean scaldfish is a small flatfish with a slender oval body, a small head with large eyes placed on the left side of the head. It has an oblique mouth which is moderately sized. The dorsal fin has its origin in front of its upper eye, the first dozen or so dorsal fin rays are partially fee from the fin membrane, although they are not elongated. The pelvic fin on the eyed side has a long bas and is larger than its equivalent on its blind side. It has 87–93 rays in its dorsal fin and 65–74 rays in the anal fin. Its scales are thin and fragile and there are usually very few on its body. It is pale brownish grey in colour with dark spots on its body and fins, with a dusky spot on the pelvic fins.[3] The lateral line has 50–56 scales.[4] It is a sexually dimorphic species in which the males are distinguished by having an unusual appearance with of certain fin rays being elongated. This species grows up to 25\xa0cm in total length.[5]\n'] ['The Mediterranean scaldfish is a small flatfish with a slender oval body, a small head with large eyes placed on the left side of the head. It has an oblique mouth which is moderately sized. The dorsal fin has its origin in front of its upper eye, the first dozen or so dorsal fin rays are partially fee from the fin membrane, although they are not elongated. The pelvic fin on the eyed side has a long bas and is larger than its equivalent on its blind side. It has 87–93 rays in its dorsal fin and 65–74 rays in the anal fin. Its scales are thin and fragile and there are usually very few on its body. It is pale brownish grey in colour with dark spots on its body and fins, with a dusky spot on the pelvic fins.[3] The lateral line has 50–56 scales.[4] It is a sexually dimorphic species in which the males are distinguished by having an unusual appearance with of certain fin rays being elongated. This species grows up to 25\xa0cm in total length.[5]\n', 'The Mediterranean scaldfish has a wide distribution which extends from Trondheim[4] in the north southwards along the eastern Atlantic Ocean to Angola. It also extends into the Mediterranean Sea and the Black Sea,[6] as well as Madeira.[1]\n']"
Arnoglossus_thori,"[""Thor's scaldfish (Arnoglossus thori) is a species of bottom feeder benthic fish belonging to the family Bothidae (lefteye flounder).[2] It is widespread in the Eastern Atlantic from Ireland to Sierra Leone and Cape Verde, and also found in the western Mediterranean and Black Sea. It is a marine, subtropical, demersal fish, up to 18\xa0cm in length.\n""] []"
Citharichthys_sordidus,"['Psettichthys sordidus Girard, 1854\n', 'The Pacific sanddab (Citharichthys sordidus), also known as the soft flounder, mottle sanddab, or megrim, is a fish species in the order Pleuronectiformes, or flatfish.[1] It is by far the most common sanddab, and it shares its habitat with the longfin sanddab (C. xanthostigma) and the speckled sanddab (C. stigmaeus). The adult Pacific sanddab is bilaterally asymmetrical and ‘left-eyed’, meaning both eyes are located on the left side of its body.[2]\n'] []"
Citharichthys_spilopterus,"['The bay whiff (Citharichthys spilopterus) is part of the family Paralichthyidae.[2]  This family is known as ""left-eye flounders"".  They are one of the most common flatfish of the Gulf of Mexico. They are benthic ambush predators with the ability to camouflage themselves on or just below the surface.  They are often solitary animals with few individuals.[3]  They vary in color from light to dark in life and are brownish in color after death.  They have two dark spots on the caudal peduncle and a light spot under the pectoral fin.  The average size of the Bay whiff is 15\xa0cm and the maximum recorded length is 20\xa0cm.  The lateral line is straight along the body.  It has a large mouth.  The opercle on the blind side has no cirri.  Their pelvic fins are also asymmetrical.\n', 'Not much is known about its feeding habits but what is known is that they feed mainly on zooplankton and zoobenthos.[4]  Cannibalism has been reported among smaller juveniles.[3]\n'] []"
Paralichthys_californicus,"['Hippoglossus californicus Ayres, 1859\n', 'The California halibut or California flounder (Paralichthys californicus) is a large-tooth flounder native to the waters of the Pacific Coast of North America from the Quillayute River in Washington to Magdalena Bay in Baja California Sur.[2][3]\n'] ['California halibut typically weighs 6 to 30 pounds (3 to 23 kg), with the largest reported weighing 72 pounds (32.7 kg). It is rare, but they can grow up to 60 inches (1.52 m),[2] and their average length is 12 to 24 inches (30 to 61 cm).[7]  The largest fish of this species are females since they grow faster, and males do not grow as large. The legal catch limit that applies to all commercial and recreational halibut fisheries is 22 inches and around 4 pounds , and this growth takes them about 3 to 5 years to reach.[2]\n', 'This is an unusual fish in that one eye has to migrate around from one side to the other as it grows from a baby fish (fry)  into an adult fish that lies on its side. The adult has two eyes on the up-side as it lies on the bottom. Differing from most flatfish species, the California halibut does not show a preference for the side of eye development, with roughly equal left and right sided eye development. [6][5]\n']"
Paralichthys_dentatus,"['Pleuronectes dentatus Linnaeus, 1766\n', 'The summer flounder or fluke (Paralichthys dentatus) is a marine flatfish that is found in the Atlantic Ocean off the East Coast of the United States and Canada. It is especially abundant in waters from North Carolina to Massachusetts.[2]\n'] ['Paralichthys dentatus, also called a fluke, is a member of the large-tooth flounder family Paralichthyidae. There are typically 5 to 14 ocellated (eye-like) spots on the body. Like most members of the left-eye flounders, they can change the color and pattern of their dark side to match the surrounding bottom and are also capable of rapidly burrowing into muddy or sandy bottoms. The teeth are quite sharp and well developed on both upper and lower jaws. The average summer flounder reaches sexual maturity at 2 years and weighs 1 to 3 pounds, typically 15 to 20 inches in length, though they may grow as large as 26 pounds and live up to 20 years with females making up the largest and oldest specimens. Female flounders have a maximum observed age of 17 years, while male flounders have a maximum observed age of 15 years.[3] Adults are highly predatory and considered mostly piscivorous, often lying buried with only their head exposed to ambush prey which includes sand lance, menhaden, atlantic silverside, mummichog killifish, small bluefish, porgies, squid, shrimp, and crabs. While primarily considered a bottom fish, they are rapid swimmers over short distances and can become very aggressive, feeding actively at mid-depths, even chasing prey to the surface.\n', 'The summer flounder has a range in the western Atlantic from Nova Scotia to Florida,[2] possibly farther south where the summer flounder may mix and be confused with its close relative the southern flounder (Paralichthys lethostigma) which lacks the eye-like spots of the summer flounder. Paralichthys dentatus is most common to the coastal and shelf waters off of the northeast U.S. where they are commonly called Fluke. In the spring months fluke leave their winter stay in the deep ocean waters, where spawning occurs, to move into the inshore waters along beaches, inlets, bays, estuaries, canals, and creeks where they will stay until autumn or even early winter.\n']"
Paralichthys_lethostigma,"['Paralichthys lethostigma, the southern flounder, is a species of large-tooth flounder native to the East Coast of the United States and the northern Gulf of Mexico.  It is a popular sport fish and is the largest and most commercially valuable flounder in the western North Atlantic Ocean and Gulf of Mexico.[2] It is a ""left-eyed flounder"", meaning the left side is pigmented and is the ""up side"".[3]\n', 'The body color is brown with diffuse, unocellated spots and blotches.[2] This species typically grows to around 12–14 inches (30–36\xa0cm) in length.[4]\n'] ['The body color is brown with diffuse, unocellated spots and blotches.[2] This species typically grows to around 12–14 inches (30–36\xa0cm) in length.[4]\n', ""Larval and postlarval southern flounder feed on zooplankton.[2] As a juvenile, the southern flounder's diet consists of small invertebrates, shifting to larger invertebrates and fish as the flounder reaches adult size. Southern flounder feed on the bottom of the ocean and in the water column, and are considered to be near-top predators in their benthic environment.[4]\n""]"
Paralichthys_olivaceus,"['Hippoglossus olivaceus Temminck & Schlegel, 1846\n', 'The olive flounder (Paralichthys olivaceus), bastard halibut or Korean halibut is a temperate marine species of large-tooth flounder native to the North-western Pacific Ocean. It is the highest valued finfish in the world, known to be excellent for aquaculture due to a rapid growth rate and popularity in Korea.[1]\n'] ['It reaches a length of 103\xa0cm (41\xa0in) and a weight of 9.1\xa0kg (20\xa0lb).[2] In 2017 its genome and transcriptome was sequenced as a model to study flatfish asymmetry.[3]\n', 'The olive flounder is often found in soft and muddy offshore, coastal areas where the water level goes down to 100\xa0m in depth. The temperature of water in these areas range from 21–24\xa0°C or 69–75\xa0°F.[1] Some flounder have been found in the Mariana Trench.[citation needed]\n']"
Pseudorhombus_arsius,"['Pseudorhombus arsius, the largetooth flounder, is a species of left-eyed flatfish. As an adult, the dark side of its body, where its eyes are located, is on the left side. It belongs to the family Paralichthyidae. As Rhombus polyspilos, it was named as the type species of the genus Pseudorhombus. It is an Indo-Pacific species and is caught by both recreational and commercial fisheries.\n', 'Pseudorhombus arsius has an oval-shaped body which has a depth which is 1.8 to 2.3 times its standard length. The head has a slight notch in front of its upper eye. The eyes are on the left side and have a diameter which is a fifth of the length of the head and the snout has a length equal to or slightly greater than the diameter of the eye. The dorsal fin starts in front of its upper eye and of the nostrils on blind side. The mouth forms a deep cleft with the maxilla normally almost half the length of the head. The jaws and teeth are nearly equally developed on both jaws. The upper jaw reaches to below the posterior edge of the lower eye. There are several pairs of moderately large caniform teeth in the anterior parts of both jaws, which are of unequal size and arranged in a single row. These number 5 to 8 in the lower jaw on the eyed side, and 6 to 13 lateral teeth in lower jaw of blind side which are more robust and more widely spaced than those of upper jaw. The gill rakers are pointed, longer than they are broad.[2]\n'] ['Pseudorhombus arsius has an oval-shaped body which has a depth which is 1.8 to 2.3 times its standard length. The head has a slight notch in front of its upper eye. The eyes are on the left side and have a diameter which is a fifth of the length of the head and the snout has a length equal to or slightly greater than the diameter of the eye. The dorsal fin starts in front of its upper eye and of the nostrils on blind side. The mouth forms a deep cleft with the maxilla normally almost half the length of the head. The jaws and teeth are nearly equally developed on both jaws. The upper jaw reaches to below the posterior edge of the lower eye. There are several pairs of moderately large caniform teeth in the anterior parts of both jaws, which are of unequal size and arranged in a single row. These number 5 to 8 in the lower jaw on the eyed side, and 6 to 13 lateral teeth in lower jaw of blind side which are more robust and more widely spaced than those of upper jaw. The gill rakers are pointed, longer than they are broad.[2]\n', 'It has simple fin-rays which number 71–84 in the dorsal fin, 53–62 in the anal fin and 11–13 in the pectoral fin. The lateral line curves above the pectoral fin has 69-81 scales and there are 36 vertebrae. In the dorsal fin, the longest rays are found in the posterior third and only the rearmost three or four rays are branched, as at the last five anal fin rays. Two dark spots are situated on the central part of its dorsal surface, one just to the posterior of the pectoral fin and the second is midway between the forward spot and the tail. The body is greenish to pale brownish in colour and is normally marked with variously sized rings, and there is frequently two dark blotches on the straight and the curved sections of the lateral line with a smaller blotch which is half-way to the caudal-fin peduncle. It can vary the colour of the body so that it closely matches the surface the fish rests on. They grow to 50\xa0cm, but 30\xa0cm in length is the more usual size[2]\n']"
Atheresthes_evermanni,"['The Kamchatka flounder, Atheresthes evermanni, is a flatfish of the family Pleuronectidae. It is a demersal fish that lives at depths of between 20 metres (66\xa0ft) and 1,200 metres (3,900\xa0ft). Its native habitat is the temperate waters of the northern Pacific. It can grow as long as 100 centimetres (39\xa0in) in length, and can weigh up to 8.5 kilograms (19\xa0lb).[1]\n', 'The native habitat of the Kamchatka flounder ranges from the Shelikof Strait and the Aleutian Islands in Alaska, across the Bering Sea, to the Gulf of Anadyr, Kamchatka Peninsula and the seas of Okhotsk and Japan.[1][2]\n'] []"
Atheresthes_stomias,"[""The arrowtooth flounder (Atheresthes stomas) is a fish in the family Pleuronectidae. It can be caught from the Bering Sea to Santa Rosa Island, California. At present, it is the most common fish in the Gulf of Alaska. Data is insufficient for many of the flounder's general traits, including size and age of sexual maturity.[2] Spawning is known to occur from December through February and the species can live up to 27 years.[3]\n"", 'If not properly handled, the flesh of an arrowtooth flounder can soften, due to a proteolytic enzyme which is emitted from a myxosporean parasite that softens the flesh when heated, lowering value and marketability.  To make it more marketable, arrowtooth is usually sold on the West Coast as turbot, although it is not related to the true turbot. Additives have been created to combat the softening of flesh, creating economic feasibility for the catching of the flounder.[2]\n'] []"
Clidoderma_asperrimum,"['Platessa asperrima Temminck & Schlegel, 1846\n', 'The roughscale sole (Clidoderma asperrimum) is an edible flatfish of the family Pleuronectidae. It is a demersal fish that lives on sandy, muddy bottoms at depths from 15 to 1,900 metres (49 to 6,234\xa0ft), though it is most commonly found at depths of between 400 and 600 metres (1,300 and 2,000\xa0ft). It can reach 62 centimetres (24\xa0in) in length and can weigh up to 4.4 kilograms (9.7\xa0lb). Its native habitat is the northern Pacific, from the coasts of China and Japan, across the Bering Sea to Alaska, Canada and the Californian coast of America.[1]\n'] []"
Hippoglossus_hippoglossus,"['The Atlantic halibut (Hippoglossus hippoglossus) is a flatfish of the family Pleuronectidae. They are demersal fish living on or near sand, gravel or clay bottoms at depths of between 50 and 2,000\xa0m (200 and 6,600\xa0ft). The halibut is among the largest teleost (bony) fish in the world, and is a threatened species owing to a slow rate of growth and overfishing.[3][4] Halibut are strong swimmers and are able to migrate long distances. Halibut size is not age-specific, but rather tends to follow a cycle related to halibut (and therefore food) abundance.\n', 'The native habitat of the Atlantic halibut is the temperate and arctic waters of the northern Atlantic, from Labrador and Greenland to Iceland, the Barents Sea and as far south as the Bay of Biscay and Virginia.[5] It is the largest flatfish in the world,[6] reaching lengths of up to 4.7\xa0m (15\xa0ft) and weights of 320\xa0kg (710\xa0lb). Its lifespan can reach 50 years.[5][7]\n'] ['The Atlantic halibut is a right-eyed flounder. It is flattened sideways and habitually lies on the left side of its body with both eyes migrating to the right side of its head during development. When the larvae are born, they start in the upright position like most other fish, having one eye on each side of the head. Once the larvae reach one inch in length, the left eye moves over the snout to the right side of the head. At the same time, the coloring on the left side begins to fade to white while the upper side of the fish is a uniformly dark chocolate, olive or slate color, and can be almost black.[citation needed] The end of the caudal fin is concave.[7] Young fish are paler with more mottled coloration.[8] Male adults average about 10\xa0to 15 kilograms (25–30\xa0lb) but can range to upwards of 25\xa0kg (60\xa0lb), rarely reaching 45\xa0kg (100\xa0lb). Females can get as large as 250\xa0kg (600\xa0lb).\n', 'Atlantic Halibut have a relatively slow growth rate and late onset of sexual maturity, with males attaining maturity at seven to eight years old, females at 10 to 11 years, and individuals averagely live around 25 to 30 years old. The oldest to have been caught was 50 years old. The Atlantic Halibut is a batch spawner where females lay anywhere from a few thousand to four million eggs (depending on the size and age of the fish, older females tend to lay only two million in one spawning period[citation needed]). Spawning occurs between December and April near the bottom of the ocean between 5 and 7\xa0°C (41 and 45\xa0°F).[citation needed] The egg size is around 3.0–3.8\xa0mm and the larvae at time of hatching is 6.5\xa0mm. Growth weight is dependent on the density, competition, and availability of food.[citation needed]\n']"
Hippoglossus_stenolepis,"['Hippoglossus stenolepis, the Pacific halibut, is a species of righteye flounder. This very large species of flatfish is native to the North Pacific and is fished by  commercial fisheries, sport fishers, and subsistence fishers.\n', 'The Pacific halibut is found on the continental shelf of the North Pacific Ocean and Bering Sea. Fishing for the Pacific halibut is mostly concentrated in the Gulf of Alaska and the Bering Sea, off the west coast of Canada. Small halibut catches are reported in coastal Washington, Oregon, and California. Pacific halibut is broken up into 10 regularity management areas.\n'] []"
Reinhardtius_hippoglossoides,"['The Greenland halibut or Greenland turbot (Reinhardtius hippoglossoides) belongs to the family Pleuronectidae (the right-eye flounders), and is the only species of the genus Reinhardtius. It is a predatory fish that mostly ranges at depths between 500 and 1,000\xa0m (1,600–3,300\xa0ft), and is found in the cold northern Atlantic, northern Pacific, and Arctic Oceans.[2]\n', 'It has a variety of other English vernacular names, including black halibut, blue halibut, lesser halibut, and Newfoundland turbot;[3] while both Newfoundland turbot and Greenland turbot are in common use in North America (sometimes even without the location, just ""turbot""), these names are typically not used in Europe, where they can cause easy confusion with the true turbot (Scophthalmus maximus).[4]\n'] ['Its morphology with the left eye positioned on the dorsal ridge of the forehead gives it an appearance of a cyclops  when looking straight at it. The central position of the left eye in the Greenland halibut probably gives it a much wider range of peripheral vision in comparison to other flatfish, where the eye has migrated completely. Its body shape is elongated and compressed dorsoventrally and muscles on both sides are equally developed. Both sides are pigmented, but the left blind side is slightly lighter in color than the right side. The maximum length is about 120\xa0cm (3.9\xa0ft) and the maximum weight is about 45\xa0kg (99\xa0lb), the normal length is 80–100\xa0cm (2.6–3.3\xa0ft) and they usually weigh 11–25\xa0kg (24–55\xa0lb).[3]\n', 'The Greenland halibut is a cold-water species found at depths from near the surface to 2,200\xa0m (7,200\xa0ft), but mainly between 500 and 1,000\xa0m (1,600 and 3,300\xa0ft).[2] It is mainly found in waters with temperatures from 1\xa0to 4\xa0°C (34–39\xa0°F), but has also been observed at subzero temperatures down to −2.1\xa0°C (28.2\xa0°F). It has a circumpolar distribution in the Northern Hemisphere and is found in both the North Atlantic and the North Pacific Oceans. In the North Pacific, it ranges from the Sea of Japan near Honshu northwards to the Chukchi Sea, east through the Aleutian Islands, and south as far as northern Baja California in Mexico.[2] In the North Atlantic, it occurs from the British Isles to northern Norway, Faroe Islands, Iceland, and eastern Greenland in the east and from Newfoundland to northwestern Greenland in the west.[3]\n']"
Hippoglossoides_dubius,"['Hippoglossoides katakurae Snyder, 1911\n', 'The flathead flounder (Hippoglossoides dubious) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on bottoms in shallow coastal waters, at depths of between 10 and 600 metres (33 and 1,969\xa0ft). Its native habitat is the northwestern Pacific, particularly the seas of Japan and Okhotsk, and the coastlines of Kamchatka and Korea. It grows up to 45 centimetres (18\xa0in) in length.[1]\n'] []"
Hippoglossoides_elassodon,"['The flathead sole (Hippoglossoides elassodon) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on soft, silty or muddy bottoms at depths of up to 1,050 metres (3,440\xa0ft). Its native habitat is the northern Pacific, from the seas of Japan and Okhotsk, across the Bering Sea and to the coast of North America, as far south as Point Reyes, United States. It grows to 52 centimetres (20\xa0in) in length, and can weigh up to 1.56 kilograms (3.4\xa0lb); females are typically larger than males. Lifespan is at least 27 years for females and at least 30 years for males.[1][2]\n', 'The flathead sole is a right-eyed flounder with an oval-shaped body. Its upper surface is dark in colour, olive brown to reddish grey-brown, and may have dusky blotches; its underside is white with translucent areas. The dorsal and anal fins also have dusky blotches. The lateral line curves slightly around the pectoral fin. The upper jaw is narrow in the middle and has one row of teeth.[3]\n'] ['The flathead sole is a right-eyed flounder with an oval-shaped body. Its upper surface is dark in colour, olive brown to reddish grey-brown, and may have dusky blotches; its underside is white with translucent areas. The dorsal and anal fins also have dusky blotches. The lateral line curves slightly around the pectoral fin. The upper jaw is narrow in the middle and has one row of teeth.[3]\n', 'The flathead sole occupies an intermediate trophic level in the food chain.[2]\n']"
Hippoglossoides_platessoides,"['The American plaice, American sole or long rough dab (Hippoglossoides platessoides) is a North Atlantic flatfish that belongs, along with other right-eyed flounders, to the family Pleuronectidae. In the northwest Atlantic (H. p. platessoides) it ranges from Greenland and Labrador to Rhode Island, and in the northeast Atlantic (H. p. limandoides) it ranges from Murmansk to the English Channel, Ireland and Iceland,[2][3] rarely finding itself in the Baltic Sea.[4] They live on soft bottoms at depths of 10\xa0to 3,000\xa0m (33–9,843\xa0ft), but mainly between 90 and 250\xa0m (300–820\xa0ft).[2]\n', 'In the Gulf of Maine spawning peaks in April and May. They grow to a maximum length of 70 centimetres (28\xa0in).[5] The species is considered by the Northwest Atlantic Fisheries Organization to be overfished, with no signs of recovery.[6] Canadian officials dispute this, claiming the population is under less than 20% risk of extinction in the next 80 years however, it remains under the moratorium established in 1993.[7][8] A 1997 study reports that plaice are endangered in Canada due to overfishing.[9] In its European range, the species is generally common and not actively sought by fishers, but it is often part of the bycatch.[3]\n'] []"
Cleisthenes_herzensteini,"['Hippoglossoides herzensteini Schmidt, 1904\n', 'Cleisthenes herzensteini is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on bottoms in the temperate waters of the northwest Pacific, from the Sea of Okhotsk to the Sea of Japan, Yellow Sea, Gulf of Bohai and the East China Sea. It can grow up to 47 centimetres (19\xa0in) in length, though its length is typically around 31 centimetres (12\xa0in). Its maximum recorded weight is 1.215 kilograms (2.68\xa0lb), and it can live for up to 15 years.[1]\n'] []"
Cleisthenes_pinetorum,"['Hippoglossoides pinetorum (Jordan & Starks, 1904)\n', 'Cleisthenes pinetorum is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on sublittoral sand and mud bottoms at depths of between 50 and 200 metres (160 and 660\xa0ft). Its native habitat is the temperate waters of the northwest Pacific, around Japan, Korea and Taiwan.[1]\n'] []"
Eopsetta_grigorjewi,"['The shotted halibut (Eopsetta grigorjewi) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on sandy mud bottoms in the sublittoral zone at depths of between 60 metres (200\xa0ft) and 1,325 metres (4,347\xa0ft). It can reach 60 centimetres (24\xa0in) in length. Its native habitat is the Western Pacific, stretching from the Pacific coast of Japan in the north, through the east coast of Korea, down the coast of China and the Yellow Sea, as far as Taiwan in the south.[1]\n', '\n'] []"
Eopsetta_jordani,"['Hippoglossoides jordani Lockington, 1879\n', 'The Petrale sole (Eopsetta jordani) is an edible flatfish of the family Pleuronectidae. It is a demersal fish that lives on sandy bottoms, usually in deep water, down to depths of about 550 metres (1,800\xa0ft). Males can grow to 53 centimetres (21\xa0in) in length, females to 70 centimetres (28\xa0in), and they can weigh up to 3.7 kilograms (8.2\xa0lb). Its native habitat is the Eastern Pacific, stretching from the coast of Baja California in the south to the Aleutian Islands in the Bering Sea in the north.[2][3]\n'] []"
Isopsetta_isolepis,"['The butter sole (Isopsetta isolepis) is an edible flatfish of the family Pleuronectidae. It is a demersal fish that lives on soft, silty bottoms in temperate waters at depths between 20 and 425\xa0m (66 and 1,394\xa0ft). Its native habitat is the northeastern Pacific, from the Bering Sea and the Aleutian Islands, along the coasts of Alaska, Canada, and the USA as far south as Ventura, California. It grows up to 55\xa0cm (22\xa0in) in length, and can live for up to 11 years.[1]\n', 'The butter sole is a right-eyed flounder with an oval-shaped body. Its upper side is light to dark or greyish brown, with yellow or green mottling; its underside is white. The scales on the upper side are rough. The dorsal and anal fins have bright yellow edges; the caudal fin is rounded and forms a broad V shape. The lateral line curves slightly around the pectoral fin. The mouth is small, with blunt teeth that are stronger on the underside. The eyes are small, and close together.[2]\n'] ['The butter sole is a right-eyed flounder with an oval-shaped body. Its upper side is light to dark or greyish brown, with yellow or green mottling; its underside is white. The scales on the upper side are rough. The dorsal and anal fins have bright yellow edges; the caudal fin is rounded and forms a broad V shape. The lateral line curves slightly around the pectoral fin. The mouth is small, with blunt teeth that are stronger on the underside. The eyes are small, and close together.[2]\n', ""The butter sole's diet consists of benthic organisms such as crabs, shrimp, worms, and sand dollars, as well as young herring.[1]\n""]"
Liopsetta_glacialis,"['The Arctic flounder (Liopsetta glacialis), also known as the Christmas flounder, eelback flounder and Polar plaice, is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on coastal mud bottoms in salt, brackish and fresh waters at depths of up to 90 metres (300\xa0ft). Its native habitat is the polar waters of the northeastern Atlantic and Arctic oceans, from the White and Barents seas to the coasts of Siberia in Russia and Queen Maud Gulf in Canada, and from the Chuckchi and Bering seas to Bristol Bay in Alaska and the northern Sea of Okhotsk. It can grow up to 35 centimetres (14\xa0in) in length.[2]\n', 'The Arctic flounder is a right-eyed flatfish. Its upper side is dark olive green to dark brown in colour, sometimes with black spots or dark patches; its underside is white. Its fins are pale brown, sometimes with a yellow tinge or faint dark spots.[2]\n'] ['The Arctic flounder is a right-eyed flatfish. Its upper side is dark olive green to dark brown in colour, sometimes with black spots or dark patches; its underside is white. Its fins are pale brown, sometimes with a yellow tinge or faint dark spots.[2]\n', 'The diet of the Arctic flounder consists mainly of small fish and zoobenthos invertebrates such as amphipods, molluscs and marine worms.[2]\n']"
Liopsetta_pinnifasciata,"['The Far Eastern smooth flounder (Liopsetta pinnifasciata) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on bottoms in salt, brackish and fresh waters. Its native habitat is the temperate waters of the northwestern Pacific, specifically Japan, Russia and the Kuril Islands. It can grow up to 50 centimetres (20\xa0in) in length.[1]\n', 'This Pleuronectoidei-related article is a stub. You can help Wikipedia by expanding it.'] []"
Glyptocephalus_cynoglossus,"['The witch (Glyptocephalus cynoglossus), known in English by a variety of other common names including the witch flounder, pole flounder, craig fluke, Torbay sole, and grey sole, is a species of flatfish from the family Pleuronectidae. It occurs on both sides of the North Atlantic Ocean on muddy sea beds in quite deep water. In northern Europe it has some importance in fisheries as a food fish.\n', 'The witch is a right-eyed flatfish with a small mouth[3] which reaches the forward edge of the lower eye.[4] The mouth contains a single series of small, incisor like teeth.[3] It has a small head which takes up a fifth of the total length with large, open blister-like mucous pits on its blind side[3] Its body is strongly, dorsally compressed and oval in shape.[5] The body is elongated and has a standard length which is 2.5–3.5 times longer than it is broad.[4] The lateral line is relatively straight and runs the length of its body[5] with 110–140 scales.[6] The dorsal fin has 95–120 rays and the anal fin has 85–102 rays,[4] and there is a short, sharp spine pointing forward in front of the anal fin,[3] which is created by an elongated first interhaemal spine of the post-abdominal bone, although this is sometimes so small that it is hidden.[4] The pectoral fin on the eyed side is shorter than the head and the pectoral fins are blackish towards their tips.[6] Almost all of the head and body, apart from the tip of the snout and the lower jaw is covered in smooth scales which make the fish slippery when held.[3] They are brownish grey to greyish brown in colour on their eyed side,[4] with less variation in colour than other flatfish,[3] with the body and fins densely spotted with muted black spots; the median fins become duskier towards their margins.[6] The blind side is white, marked with tiny black dots, although occasionally fish are recorded with the blind side a similar colour to the eyed side.[3] They grow to a maximum size of 60\xa0cm standard length but are normally no more than 40\xa0cm.[4]\n'] ['The witch is a right-eyed flatfish with a small mouth[3] which reaches the forward edge of the lower eye.[4] The mouth contains a single series of small, incisor like teeth.[3] It has a small head which takes up a fifth of the total length with large, open blister-like mucous pits on its blind side[3] Its body is strongly, dorsally compressed and oval in shape.[5] The body is elongated and has a standard length which is 2.5–3.5 times longer than it is broad.[4] The lateral line is relatively straight and runs the length of its body[5] with 110–140 scales.[6] The dorsal fin has 95–120 rays and the anal fin has 85–102 rays,[4] and there is a short, sharp spine pointing forward in front of the anal fin,[3] which is created by an elongated first interhaemal spine of the post-abdominal bone, although this is sometimes so small that it is hidden.[4] The pectoral fin on the eyed side is shorter than the head and the pectoral fins are blackish towards their tips.[6] Almost all of the head and body, apart from the tip of the snout and the lower jaw is covered in smooth scales which make the fish slippery when held.[3] They are brownish grey to greyish brown in colour on their eyed side,[4] with less variation in colour than other flatfish,[3] with the body and fins densely spotted with muted black spots; the median fins become duskier towards their margins.[6] The blind side is white, marked with tiny black dots, although occasionally fish are recorded with the blind side a similar colour to the eyed side.[3] They grow to a maximum size of 60\xa0cm standard length but are normally no more than 40\xa0cm.[4]\n', 'The witch occurs on both sides of the North Atlantic Ocean. In the northeastern Atlantic Ocean it is found from the northernmost part of the Bay of Biscay to the Kattegat and into the westernmost part of the Baltic Sea, northwards along the entire coast of Norway and east in to the Murmansk region of Russia and west to the southern and western coasts of Iceland.[7] In the western North Atlantic their range runs from Newfoundland and Labrador south as far as North Carolina, including the Grand Banks, Gulf of Maine, Gulf of St Lawrence and the Scotian Shelf.[8][5]\n']"
Glyptocephalus_kitaharae,"['The willowy flounder (Glyptocephalus kitaharae) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives on bottoms at depths of between 100 and 200 metres (330 and 660\xa0ft). Its native habitat is the temperate waters of the Western Pacific, from Southern Hokkaido in Japan to the Gulf of Bohai, the East China Sea and Taiwan. It can grow up to 30 centimetres (12\xa0in) in length.[2] It is sometimes classified in the monotypic genus Tanakius.[1]\n', 'The diet of the willowy flounder consists mainly of zoobenthos organisms, including polychaetes, crabs and other benthos crustaceans.[2]\n'] []"
Glyptocephalus_stelleri,"['The blackfin flounder (Glyptocephalus stelleri) is a flatfish of the family Pleuronectidae. It is a demersal fish that lives in temperate waters at depths of between 8 and 1,600 metres (26 and 5,249\xa0ft), though it is most commonly found between 15 and 800 metres (49 and 2,625\xa0ft). Its native habitat is the northern Pacific, from the Sea of Japan to the Strait of Tartary and southern Kuril Islands and out into the Bering Sea. It grows up to 52 centimetres (20\xa0in) in length, and can weigh up to 1.5 kilograms (3.3\xa0lb). Maximum reported lifespan is 23 years.[1]\n', ""The blackfin flounder's diet consists of benthos invertebrates such as crustaceans, molluscs and worms.[1]\n""] []"
